id,name,slug,sku,barcode,description,shortDescription,categoryId,brandId,buyingPrice,sellingPrice,compareAtPrice,costPerUnit,currency,taxRate,taxInclusive,cityId,countryId,stock,lowStockThreshold,maxPurchaseQuantity,unit,weight,volume,canPurchase,showStockOut,isRefundable,hasFileAttachment,sellByFraction,image,images,video,metaTitle,metaDescription,tags,views,sales,rating,reviewCount,isActive,isFeatured,isOnSale,isNewArrival,isBestSeller,isOrganic,isVegan,isGlutenFree,expiryDate,manufactureDate,createdAt,updatedAt
cmihuqlsf000jym001zwu9oe2,Häagen-Dazs Belgian Chocolate,haagen-dazs-belgian-chocolate,ICE-CHO-001,0074570050031,Decadent ice cream with rich Belgian chocolate. Pure indulgence in every scoop.,Belgian chocolate ice cream,cmihuqlqg0000ym007x3j8ihi,cmihuqlrc0009ym00yhl9am0n,30,45,,,AED,5,false,,,45,10,,piece,,473,true,true,true,false,false,/images/products/haagen-dazs-chocolate.jpg,,,,,["Ice Cream","Chocolate","Belgian","Premium"],0,0,,0,true,false,false,false,true,false,false,true,,,"2025-11-27T19:54:06.927Z","2025-11-27T19:54:06.927Z"
cmihuqlse000eym00y65shwwl,Camembert de Normandie AOP,camembert-normandie-aop,CHE-CAM-001,3250391234567,Authentic Camembert from Normandy with a creamy texture and rich flavor. Made from raw cow's milk and aged to perfection.,Traditional French Camembert cheese,cmihuqlqs0003ym00xytj8a1p,cmihuqlrc0007ym008iaszu05,45,65,85,,AED,5,false,,,25,5,,piece,250,,true,true,true,false,false,/images/products/camembert.jpg,,,Camembert de Normandie AOP - Authentic French Cheese,Buy authentic Camembert de Normandie AOP online. Premium French soft cheese delivered fresh.,["French","AOP","Soft Cheese","Normandy"],0,0,,0,true,true,false,false,false,true,false,false,,,"2025-11-27T19:54:06.926Z","2025-11-27T19:54:06.926Z"
cmihuqlse000gym00uqo06cpt,Häagen-Dazs Vanilla Bean Ice Cream,haagen-dazs-vanilla-bean,ICE-VAN-001,0074570050024,"Premium vanilla ice cream made with real Madagascar vanilla beans. Rich, creamy and indulgent.",Classic vanilla bean ice cream,cmihuqlqg0000ym007x3j8ihi,cmihuqlrc0009ym00yhl9am0n,28,42,,,AED,5,false,,,50,10,5,piece,,473,true,true,true,false,false,/images/products/haagen-dazs-vanilla.jpg,,,,,["Ice Cream","Vanilla","Premium","Gluten-Free"],0,0,,0,true,true,false,false,false,false,false,true,,,"2025-11-27T19:54:06.926Z","2025-11-27T19:54:06.926Z"
cmihuqlsf000kym00mvenvvu0,Comté Extra Vieux 24 Months,comte-extra-vieux-24-months,CHE-COM-001,3250391234569,Aged Comté cheese with complex nutty flavors. 24 months of aging in cellars of Jura.,Aged French mountain cheese,cmihuqlqs0003ym00xytj8a1p,cmihuqlrc0007ym008iaszu05,58,85,,,AED,5,false,,,20,5,,kg,1000,,true,true,true,false,true,/images/products/comte.jpg,,,,,["French","AOP","Hard Cheese","Aged"],0,0,,0,true,false,false,false,true,false,false,false,,,"2025-11-27T19:54:06.926Z","2025-11-27T19:54:06.926Z"
cmihuqlse000iym00uclphogl,Artisan Pistachio Gelato,artisan-pistachio-gelato,ICE-PIS-001,8001234567890,"Authentic Italian gelato made with Sicilian pistachios. Smooth, creamy texture with intense pistachio flavor.",Italian pistachio gelato,cmihuqlqg0000ym007x3j8ihi,,38,55,,,AED,5,false,,,30,8,,piece,,500,true,true,true,false,false,/images/products/pistachio-gelato.jpg,,,,,["Gelato","Pistachio","Italian","Artisan"],0,0,,0,true,true,false,false,false,false,false,false,,,"2025-11-27T19:54:06.926Z","2025-11-27T19:54:06.926Z"
cmihuqlsg000mym00ywra30ds,Roquefort AOP Société,roquefort-aop-societe,CHE-ROQ-001,3250391234568,"King of blue cheeses, Roquefort is aged in natural caves. Sheep's milk cheese with distinctive blue veining and sharp flavor.",Premium French blue cheese,cmihuqlqs0003ym00xytj8a1p,cmihuqlrc0007ym008iaszu05,65,95,120,,AED,5,false,,,15,3,,piece,200,,true,true,true,false,false,/images/products/roquefort.jpg,,,Roquefort AOP - Premium French Blue Cheese,Authentic Roquefort blue cheese aged in natural caves. Order premium French cheese online.,["French","AOP","Blue Cheese","Sheep Milk"],0,0,,0,true,true,false,false,false,false,false,false,,,"2025-11-27T19:54:06.926Z","2025-11-27T19:54:06.926Z"
cmihuqlsv000oym00p9ezl74w,Beluga Caviar Imperial Selection,beluga-caviar-imperial,GOU-CAV-001,7891234567890,"Premium Beluga caviar with large, firm pearls. Buttery taste with a subtle hint of the sea.",Premium Beluga caviar,cmihuqlqu0004ym00m8h7866b,cmihuqlrc0008ym00cuxxrwm5,875,1250,,,AED,5,false,,,8,2,,piece,50,,true,true,true,false,false,/images/products/caviar.jpg,,,,,["Caviar","Beluga","Luxury","Premium"],0,0,,0,true,true,false,false,false,false,false,false,,,"2025-11-27T19:54:06.928Z","2025-11-27T19:54:06.928Z"
cmihuqlsw000sym00hee96zeo,Premium Cheese Platter - 10 Persons,premium-cheese-platter-10p,CAT-CHE-001,5678901234567,"Selection of 8 premium cheeses including Brie, Camembert, Roquefort, Comté and more. Served with crackers, nuts and dried fruits. Perfect for 10 people.",Gourmet cheese platter for 10,cmihuqlqr0002ym00g43zh8i2,cmihuqlrc0007ym008iaszu05,300,450,,,AED,5,false,,,20,5,,piece,1500,,true,true,true,false,false,/images/products/cheese-platter.jpg,,,Premium Cheese Platter for 10 - Gourmet Selection,Order our premium cheese platter with 8 artisanal cheeses. Perfect for parties and events.,["Cheese","Platter","Party","Gourmet"],0,0,,0,true,true,false,false,true,false,false,false,,,"2025-11-27T19:54:06.928Z","2025-11-27T19:54:06.928Z"
cmihuqlsw000rym00t9ovo4ea,Chocolate Birthday Cake - 8 Persons,chocolate-birthday-cake-8p,CAK-BIR-001,4567890123456,Decadent chocolate cake with ganache frosting. Decorated with fresh flowers and personalized message. Serves 8 people.,Premium chocolate birthday cake,cmihuqlqr0001ym00i1rqt8rt,cmihuqlrd000aym00471m5xbk,180,280,,,AED,5,false,,,15,5,,piece,2000,,true,true,true,false,false,/images/products/birthday-cake.jpg,,,,,["Birthday","Cake","Chocolate","Celebration"],0,0,,0,true,true,false,false,true,false,false,false,,,"2025-11-27T19:54:06.928Z","2025-11-27T19:54:06.928Z"
cmihuqlsx000wym0059hdnq8z,Deluxe Dessert Buffet - 20 Persons,deluxe-dessert-buffet-20p,CAT-DES-001,5678901234568,"Complete dessert buffet including mini cakes, pastries, macarons, éclairs, tarts and more. Serves 20 people. Perfect for events and celebrations.",Premium dessert buffet for 20,cmihuqlqr0002ym00g43zh8i2,cmihuqlrd000aym00471m5xbk,550,850,,,AED,5,false,,,8,2,,piece,5000,,true,true,true,false,false,/images/products/dessert-buffet.jpg,,,,,["Dessert","Buffet","Party","Catering"],0,0,,0,true,true,false,false,false,false,false,false,,,"2025-11-27T19:54:06.928Z","2025-11-27T19:54:06.928Z"
